col1,col2,col3,col4,col5
21.27763009436675,135.4972054374587,100.0,100.0,80.0
22.884608784002324,135.48699533766722,20.0,50.0,83.33333333333334
24.197280237156388,135.45299624672867,20.0,60.0,86.66666666666667
25.36841030521403,135.44509137724856,40.0,70.0,90.0
26.66155149707705,135.23032100240644,20.0,80.0,93.33333333333331
27.786991466628784,134.81219484388112,20.0,90.0,96.66666666666669
30.18955040975649,134.32627216483218,20.0,100.0,100.0
32.83950761674273,133.90186482696126,40.0,90.0,80.0
35.83417206320471,133.14930627201255,20.0,100.0,3.3333333333333286
39.6730721711689,132.4550866851877,20.0,100.0,3.3333333333333286
44.02467403636514,131.77841161746707,20.0,100.0,3.3333333333333286
49.072239984863096,130.75094364092445,20.0,90.0,3.3333333333333286
53.66346172106522,129.84704445000122,40.0,100.0,6.666666666666671
56.83595009611977,129.65113554195608,60.0,100.0,10.0
60.64031084643343,129.2195990852538,80.0,100.0,13.333333333333329
63.63199708161365,128.53773227319095,100.0,90.0,16.666666666666657
66.6285729497639,127.73699560464114,20.0,100.0,3.3333333333333286
67.14155058453244,127.13537680124152,40.0,50.0,6.666666666666671
67.56459812067887,126.10915049734726,20.0,60.0,3.3333333333333286
67.01806741739976,125.63113581549425,40.0,70.0,6.666666666666671
66.3903635082131,125.09293272420275,60.0,80.0,10.0
67.2932378218363,124.7945580918475,80.0,90.0,13.333333333333329
67.31779262341162,124.43602863350937,100.0,100.0,16.666666666666657
63.34422826180175,124.39354951258176,80.0,100.0,20.0
58.36537216679041,124.50559238708104,100.0,10.0,23.33333333333333
52.564874556795175,124.52982188700004,80.0,20.0,26.66666666666667
47.2551002520304,124.14888635293306,20.0,30.0,30.0
44.74638462601426,123.75280173491748,20.0,40.0,33.33333333333334
41.61314704072846,123.71824913060615,40.0,50.0,36.66666666666667
37.41736728659502,123.60603501488436,60.0,60.0,40.0
32.67084864543789,123.271174188504,80.0,70.0,43.333333333333336
27.859529419565547,123.01582391701702,100.0,80.0,46.66666666666666
23.07350072941713,122.84384059963185,60.0,90.0,50.0
18.9973461421472,122.70537953201438,80.0,100.0,53.333333333333336
