col1,col2,col3,col4,col5
39.92600864145668,49.295530610151545,40.0,95.0,26.66666666666667
38.56656695103761,49.35088840360055,60.0,100.0,30.0
36.764142842706256,49.52345400968418,20.0,5.0,33.33333333333334
36.5325220132212,49.73555303096141,20.0,5.0,36.66666666666667
36.21184761782989,49.83272529038,40.0,10.0,40.0
37.323425517401134,49.88677543178641,60.0,15.0,43.333333333333336
39.74310367640447,50.04736180014592,20.0,5.0,46.66666666666666
40.96732282142994,50.05875067472876,40.0,10.0,50.0
41.256399441888206,50.16261438261721,60.0,15.0,53.333333333333336
43.237964360084256,50.23123011587359,80.0,20.0,56.66666666666666
44.44118245885461,50.31827901925524,100.0,25.0,60.0
46.31856612898033,50.29131886465343,40.0,30.0,63.333333333333336
44.7189239602189,50.05471573989222,60.0,35.0,66.66666666666667
42.19298353717981,50.02658588279888,80.0,40.0,70.0
39.46430190752629,50.03993362667565,100.0,44.99999999999999,73.33333333333333
37.4992329687184,50.02903652041395,100.0,50.0,76.66666666666667
34.5389793801334,50.01284781246759,60.0,55.0,80.0
31.187516443847706,50.154148376660274,20.0,5.0,83.33333333333334
29.914268095676675,50.42430310629448,20.0,5.0,86.66666666666667
28.23481391982154,50.50352083430485,40.0,10.0,90.0
25.84051133973705,50.67378952383287,60.0,15.0,93.33333333333331
22.217169286913872,50.71128253188421,80.0,20.0,96.66666666666669
19.06452268658572,50.64741309160554,100.0,25.0,100.0
15.70968684252407,50.71697412573124,80.0,30.0,100.0
14.024566350450142,50.80843359754431,100.0,35.0,96.66666666666669
12.995765762626418,50.8869005213484,20.0,40.0,100.0
15.162328688450604,50.82928218925309,40.0,44.99999999999999,50.0
16.259066595388436,50.82577658635089,60.0,50.0,53.333333333333336
17.424729379275302,50.857453570650726,80.0,55.0,56.66666666666666
18.122718391973034,50.95428008319576,20.0,60.0,60.0
19.524857932376086,51.0571383331172,20.0,65.0,63.333333333333336
20.6334932398282,51.232204173962,20.0,5.0,66.66666666666667
20.2459247328913,51.560894490610245,20.0,5.0,70.0
21.372463073732064,51.97709521488494,20.0,5.0,73.33333333333333
23.222983870699316,52.19035090779293,40.0,10.0,76.66666666666667
24.235256006466248,52.28483239446197,60.0,15.0,80.0
26.72466724257103,52.325771653929465,80.0,20.0,83.33333333333334
28.7406056903312,52.4138134210861,100.0,25.0,86.66666666666667
29.893001838092168,52.55493800392662,20.0,30.0,90.0
30.609201964561827,52.68676723581212,20.0,35.0,93.33333333333331
31.82355837906482,52.76553663509805,40.0,40.0,96.66666666666669
34.24291377520927,52.84089366602127,60.0,44.99999999999999,100.0
36.987708401999086,52.93345817658488,20.0,50.0,100.0
37.96929259933355,52.96192035403997,40.0,55.0,93.33333333333331
38.601164511321485,52.98338971349719,60.0,60.0,96.66666666666669
39.38913179466404,53.04641009850764,80.0,65.0,100.0
39.53943560769189,53.16160831790185,20.0,70.0,83.33333333333334
37.82086214336931,53.31404316919242,20.0,5.0,86.66666666666667
