col1,col2,col3,col4,col5,col6,col7,col8
161.37800038655598,3.4164276123046875,22.66245524767353,161.57724997550156,20.0,73.33333333333333,95.0,100.0
161.83200022379555,3.403570992606027,21.96934637770252,161.9148465937656,20.0,80.0,100.0,100.0
162.22933349609374,3.285713195800781,20.287877368653085,162.18227568827066,40.0,86.66666666666667,95.0,100.0
162.58033345540363,3.307856968470982,17.21505507806762,162.46599995554706,60.0,93.33333333333331,100.0,96.66666666666669
162.8366668701172,2.932143075125558,15.667151672818802,162.63400043094526,80.0,100.0,44.99999999999999,100.0
163.14200032552085,2.807856968470982,14.742105743172228,162.8292264458591,100.0,93.33333333333331,50.0,80.0
163.38866729736327,2.722142900739397,13.91469200905951,163.01701864245942,80.0,100.0,55.0,83.33333333333334
163.49366709391276,2.325000217982701,13.440263186240992,163.01463006730327,100.0,46.66666666666666,60.0,86.66666666666667
163.54366709391277,2.323572431291853,13.587105785326646,162.94078265116678,60.0,53.333333333333336,65.0,90.0
163.55700073242187,2.345715114048549,12.793640474013348,162.77944199247258,80.0,60.0,5.0,93.33333333333331
163.66433410644532,2.488572256905692,13.390111689451,162.76721969217698,100.0,66.66666666666667,10.0,96.66666666666669
163.81866709391275,2.4442858014787947,14.400750474573815,162.76675355118724,100.0,73.33333333333333,15.0,100.0
163.8376673380534,2.5399998256138394,16.16475706174088,162.48889891652144,40.0,80.0,5.0,3.3333333333333286
163.7933344523112,2.6135711669921875,18.495934709475414,162.28445429766322,60.0,86.66666666666667,10.0,6.666666666666671
163.75066782633465,2.649999346051897,21.551100883183185,162.07384461861793,80.0,93.33333333333331,15.0,10.0
163.53200124104816,2.701428004673549,25.40949273764044,161.69617730262345,100.0,100.0,5.0,3.3333333333333286
163.22166798909504,2.9135709490094865,30.3316892777668,161.13965020724248,80.0,93.33333333333331,5.0,3.3333333333333286
163.03400166829428,2.9685701642717635,35.382235887387466,160.81451187796978,100.0,100.0,10.0,6.666666666666671
162.8290013631185,3.035713195800781,36.49638140466155,160.59422039529332,100.0,86.66666666666667,15.0,10.0
162.5530014038086,3.18785640171596,37.28146496193221,160.4074963019352,20.0,93.33333333333331,20.0,13.333333333333329
162.17533467610676,3.2364273071289062,38.13262043575589,160.32636711448674,20.0,100.0,25.0,16.666666666666657
161.88400115966795,3.140713282993861,40.31100293012664,160.24982726127138,40.0,100.0,30.0,20.0
161.56533457438152,3.032141549246652,40.920933787090725,160.20790331560974,20.0,80.0,35.0,23.33333333333333
161.4750010172526,2.9871412004743303,42.968578840535024,160.22158685453462,20.0,86.66666666666667,40.0,26.66666666666667
161.43033396402996,2.807854788643973,43.97647788142837,160.29567771018966,20.0,93.33333333333331,44.99999999999999,30.0
161.41433410644532,2.842855181012834,45.40312161001127,160.3262794238846,40.0,100.0,50.0,33.33333333333334
161.41333414713543,2.6099984305245534,43.985188739945386,160.33555179787288,60.0,20.0,55.0,36.66666666666667
161.34833374023438,2.535713195800781,42.41829994123207,160.31648350679288,80.0,26.66666666666667,60.0,40.0
161.21666717529297,2.5692847115652904,40.55356484384311,160.32832328054818,100.0,33.33333333333334,65.0,43.333333333333336
161.0643341064453,2.5235693795340404,35.88784680029498,160.32972217235252,100.0,40.0,70.0,46.66666666666666
160.91900075276692,2.3742828369140625,33.28759344278977,160.43167581685296,20.0,6.666666666666671,75.0,50.0
160.7576675415039,2.244997297014509,31.000892694786675,160.53092261710137,20.0,6.666666666666671,80.0,53.333333333333336
160.72000071207682,2.271425519670759,30.131318083418005,160.8147335886291,20.0,6.666666666666671,85.0,56.66666666666666
160.7020004272461,2.238567897251674,30.188634206152805,161.15184711750032,20.0,6.666666666666671,90.0,60.0
160.7,2.186425345284598,30.2141492577908,161.40075985229618,40.0,13.333333333333329,95.0,63.333333333333336
160.65633341471354,2.1849964686802457,30.11122197358204,161.59103380398778,60.0,20.0,100.0,66.66666666666667
160.55933329264323,2.250711713518416,29.617444929011807,161.67096722508887,80.0,26.66666666666667,100.0,70.0
160.57433319091797,2.245711190359933,29.48159076076652,161.78445273803678,100.0,33.33333333333334,100.0,73.33333333333333
160.625,2.251426696777344,28.820693401051034,161.88803639297947,100.0,40.0,100.0,76.66666666666667
160.7306666056315,2.1628548758370534,28.53332464203884,161.99913085861638,100.0,46.66666666666666,95.0,80.0
160.7433334350586,2.143568856375558,29.09929856514405,162.06176765617036,40.0,53.333333333333336,100.0,83.33333333333334
160.69300028483073,2.226426260811942,27.87287314007876,162.00939554932066,60.0,60.0,100.0,86.66666666666667
160.79900004069012,2.1614270891462053,27.150864029164417,161.9855635390192,80.0,66.66666666666667,80.0,90.0
160.80433298746746,2.360713413783482,27.803496377627997,161.82391400279468,100.0,73.33333333333333,5.0,93.33333333333331
160.83433278401694,2.354286193847656,26.54140537031301,161.7010807231915,100.0,80.0,10.0,96.66666666666669
160.97333272298178,2.4014293125697543,24.328827308333366,161.61649483070485,80.0,86.66666666666667,15.0,100.0
161.27899932861328,2.2871431623186385,23.43555874738912,161.65672132505708,20.0,93.33333333333331,20.0,100.0
161.49866587320963,2.206429617745536,23.24514223047001,161.72338462288607,20.0,100.0,25.0,100.0
161.80133260091145,2.5621435982840404,20.48613356238639,162.03026275867012,20.0,6.666666666666671,30.0,100.0
162.09766591389973,2.5571441650390625,18.260565633555643,162.32443911861984,20.0,6.666666666666671,35.0,96.66666666666669
162.29866587320964,2.548571995326451,17.404098920265817,162.5086683803722,40.0,13.333333333333329,40.0,100.0
162.5113327026367,2.546429225376674,15.705673035354012,162.70294811534566,60.0,20.0,44.99999999999999,30.0
162.66199900309246,2.563572474888393,14.540336545207916,162.79437050256126,80.0,26.66666666666667,50.0,33.33333333333334
