col1,col2,col3,col4,col5,col6,col7,col8
205.3306660970052,3.814284188406808,28.444600175345613,40.0,100.0,53.333333333333336,90.0,26.66666666666667
205.071332804362,3.7564283098493294,26.82693866680649,60.0,100.0,60.0,93.33333333333331,30.0
204.83966573079428,3.640714372907366,24.045770672144204,80.0,60.0,66.66666666666667,96.66666666666669,33.33333333333334
204.59366607666016,3.6178577968052457,22.181612112186823,100.0,80.0,73.33333333333333,100.0,36.66666666666667
204.28499959309892,3.6107145036969865,21.220177093606917,40.0,100.0,80.0,90.0,40.0
204.08333282470704,3.5428575788225447,18.576756135974478,60.0,20.0,86.66666666666667,93.33333333333331,43.333333333333336
203.91866607666012,3.41428702218192,17.385499699601123,80.0,40.0,93.33333333333331,96.66666666666669,46.66666666666666
203.62866617838543,3.0728585379464284,18.7591684416592,100.0,60.0,100.0,100.0,50.0
203.3289993286133,3.02928706577846,19.621424833469806,20.0,80.0,100.0,100.0,53.333333333333336
203.16266581217448,2.8550011771065846,21.59248102195657,20.0,100.0,93.33333333333331,96.66666666666669,56.66666666666666
203.2516657511393,3.278573172433036,24.53742389408297,20.0,100.0,100.0,3.3333333333333286,60.0
203.11533203125,3.574287414550781,27.411200761841737,40.0,100.0,100.0,6.666666666666671,63.333333333333336
202.95966542561848,3.6064300537109375,29.920427729117318,60.0,20.0,53.333333333333336,10.0,66.66666666666667
202.87999877929687,3.853572300502232,32.69574198349358,80.0,40.0,60.0,13.333333333333329,70.0
202.90033213297525,3.8557161603655135,35.82596300175231,100.0,60.0,66.66666666666667,16.666666666666657,73.33333333333333
202.9086654663086,3.938572474888393,39.49252770664645,20.0,80.0,73.33333333333333,20.0,76.66666666666667
202.73733215332032,4.317858014787946,40.87120588267124,40.0,100.0,80.0,23.33333333333333,80.0
202.78233235677084,4.570715767996652,41.58892638865411,60.0,40.0,86.66666666666667,26.66666666666667,83.33333333333334
202.96399892171223,4.726429530552456,42.93793633666125,20.0,60.0,93.33333333333331,30.0,86.66666666666667
203.15533243815105,4.717143467494419,43.87195825031883,40.0,80.0,100.0,33.33333333333334,90.0
203.5503326416016,4.823571341378348,45.37326840205117,20.0,100.0,60.0,3.3333333333333286,93.33333333333331
203.98766581217447,4.827142987932477,43.93404007383214,40.0,100.0,66.66666666666667,6.666666666666671,96.66666666666669
204.37233276367184,4.899285452706473,43.3879729661627,20.0,80.0,73.33333333333333,3.3333333333333286,100.0
205.0666661580404,5.001428876604352,43.14072445014131,20.0,100.0,80.0,3.3333333333333286,100.0
205.60833282470705,4.745714460100446,40.40861202035312,40.0,20.0,86.66666666666667,6.666666666666671,96.66666666666669
206.03866628011068,4.449285234723773,37.86052903262652,60.0,40.0,93.33333333333331,10.0,100.0
206.56799977620443,4.609285627092634,38.28723999503704,80.0,60.0,100.0,13.333333333333329,100.0
206.97866668701167,4.439286368233817,37.744126031929376,100.0,80.0,80.0,16.666666666666657,76.66666666666667
207.2856669108073,4.480000087193081,35.664763643474366,60.0,100.0,86.66666666666667,20.0,80.0
207.4433334350586,4.56214359828404,32.614166717577994,80.0,20.0,93.33333333333331,23.33333333333333,83.33333333333334
207.78333333333333,4.485715593610491,33.887518225215686,100.0,40.0,100.0,26.66666666666667,86.66666666666667
208.1740000406901,4.494286673409598,34.68411778524688,20.0,60.0,100.0,30.0,90.0
208.71900024414063,4.418572562081473,34.890433184978555,20.0,80.0,93.33333333333331,3.3333333333333286,93.33333333333331
209.22933349609372,4.352858407156808,35.09489841620206,20.0,100.0,100.0,3.3333333333333286,96.66666666666669
209.71766662597656,4.1100006103515625,34.60789313470956,40.0,100.0,40.0,6.666666666666671,100.0
210.2233337402344,4.028572082519531,33.77377430137379,60.0,100.0,46.66666666666666,10.0,80.0
210.6660003662109,3.999286106654576,31.95392756000765,80.0,20.0,53.333333333333336,13.333333333333329,83.33333333333334
211.1896672566732,3.928571428571429,30.24821291717638,20.0,40.0,60.0,3.3333333333333286,86.66666666666667
211.7086675008138,3.748572213309152,30.70388540652693,40.0,60.0,66.66666666666667,6.666666666666671,90.0
212.15733439127604,3.747144426618304,30.71688187704332,60.0,80.0,73.33333333333333,10.0,93.33333333333331
212.45166778564453,3.557859148297991,27.75488251319604,20.0,100.0,80.0,3.3333333333333286,96.66666666666669
213.19133453369145,3.8685738699776784,27.63010264631449,20.0,60.0,86.66666666666667,3.3333333333333286,100.0
214.06633453369145,3.889287676130022,29.568474109346187,20.0,80.0,93.33333333333331,3.3333333333333286,90.0
214.82566782633464,3.7371433803013394,33.04022773121575,20.0,100.0,100.0,3.3333333333333286,93.33333333333331
215.5856679280599,3.489286150251116,34.00008773986766,20.0,100.0,100.0,3.3333333333333286,96.66666666666669
216.34666798909504,3.2278573172433034,36.35997623528475,20.0,100.0,100.0,3.3333333333333286,100.0
217.31900126139325,3.063572474888393,38.45614095965443,20.0,100.0,73.33333333333333,3.3333333333333286,100.0
218.1320012410482,2.997858319963728,40.02235708410053,40.0,100.0,80.0,6.666666666666671,96.66666666666669
218.7863347371419,3.2071446010044644,39.92040603408914,60.0,20.0,86.66666666666667,10.0,100.0
219.5493347167969,3.3014308384486606,40.45210112216438,80.0,40.0,93.33333333333331,13.333333333333329,70.0
220.0943344116211,3.3550022670200894,42.35145038445943,100.0,60.0,100.0,16.666666666666657,73.33333333333333
220.49433441162108,3.6214305332728793,41.44719166872719,100.0,20.0,86.66666666666667,20.0,76.66666666666667
220.73233439127603,3.7600021362304688,39.39939149220902,80.0,20.0,93.33333333333331,23.33333333333333,80.0
220.956667582194,3.7628587995256697,38.07789038300658,100.0,40.0,100.0,26.66666666666667,83.33333333333334
221.3253341674805,3.642858232770647,38.42539493113793,100.0,60.0,100.0,30.0,86.66666666666667
221.6876673380534,3.2650015694754466,38.11408885870732,100.0,80.0,26.66666666666667,33.33333333333334,90.0
221.9550003051758,3.2071446010044644,37.53369141058432,40.0,100.0,33.33333333333334,36.66666666666667,93.33333333333331
222.2980000813802,3.2192884172712053,35.941468247037584,60.0,80.0,40.0,40.0,96.66666666666669
222.7413330078125,3.3521456037248885,35.36133153892968,20.0,100.0,46.66666666666666,43.333333333333336,100.0
223.3279998779297,3.3307179042271207,33.171277582218735,20.0,80.0,53.333333333333336,46.66666666666666,100.0
223.8759999593099,3.392146519252232,31.342219164610217,20.0,100.0,60.0,50.0,100.0
224.3729995727539,3.5150037493024557,29.256362194806908,20.0,100.0,66.66666666666667,53.333333333333336,86.66666666666667
224.7866663614909,3.420003618512834,27.045817903974825,20.0,100.0,73.33333333333333,56.66666666666666,90.0
225.12933298746745,3.63071768624442,26.08083293438487,40.0,100.0,80.0,60.0,93.33333333333331
