col1,col2,col3,col4,col5,col6,col7,col8
4.139286586216518,21.27763009436675,136.26478193821086,135.4972054374587,80.0,100.0,100.0,80.0
3.778573172433036,22.884608784002324,135.97318775535672,135.48699533766722,100.0,20.0,50.0,83.33333333333334
3.620715550013951,24.197280237156388,135.69212679784198,135.45299624672867,80.0,20.0,60.0,86.66666666666667
3.1414293561662947,25.36841030521403,135.58474957095717,135.44509137724856,100.0,40.0,70.0,90.0
3.1621431623186385,26.66155149707705,134.78650052777354,135.23032100240644,100.0,20.0,80.0,93.33333333333331
3.150000435965402,27.786991466628784,133.4709991311459,134.81219484388112,100.0,20.0,90.0,96.66666666666669
3.0121427263532365,30.18955040975649,132.217334992053,134.32627216483218,80.0,20.0,100.0,100.0
2.6571437290736606,32.83950761674273,131.43488836709784,133.90186482696126,100.0,40.0,90.0,80.0
2.6442854745047435,35.83417206320471,129.62325891139858,133.14930627201255,100.0,20.0,100.0,3.3333333333333286
3.083571297781808,39.6730721711689,128.36883947771625,132.4550866851877,100.0,20.0,100.0,3.3333333333333286
3.1885708400181363,44.02467403636514,127.36255914318454,131.77841161746707,80.0,20.0,100.0,3.3333333333333286
3.364285605294364,49.072239984863096,125.2383720500462,130.75094364092445,100.0,20.0,90.0,3.3333333333333286
3.528571537562779,53.66346172106522,123.91224874544096,129.84704445000122,100.0,40.0,100.0,6.666666666666671
3.8592850821358815,56.83595009611977,125.20483280213642,129.65113554195608,20.0,60.0,100.0,10.0
3.979285103934152,60.64031084643343,125.17655611695164,129.2195990852538,40.0,80.0,100.0,13.333333333333329
4.070713043212891,63.63199708161365,124.13770326416568,128.53773227319095,60.0,100.0,90.0,16.666666666666657
4.239284515380859,66.6285729497639,122.80180126058312,127.73699560464114,80.0,20.0,100.0,3.3333333333333286
4.419999258858817,67.14155058453244,122.3412002300372,127.13537680124152,100.0,40.0,50.0,6.666666666666671
4.562141963413784,67.56459812067887,120.34746702347532,126.10915049734726,100.0,20.0,60.0,3.3333333333333286
4.703570229666574,67.01806741739976,120.59497679494709,125.63113581549425,100.0,40.0,70.0,6.666666666666671
4.652856554303851,66.3903635082131,120.3899856489426,125.09293272420275,80.0,60.0,80.0,10.0
4.747141701834543,67.2932378218363,120.91332346078596,124.7945580918475,20.0,80.0,90.0,13.333333333333329
4.642141614641462,67.31779262341162,120.95221523362297,124.43602863350937,40.0,100.0,100.0,16.666666666666657
4.3035703386579245,63.34422826180175,121.9648094436718,124.39354951258176,20.0,80.0,100.0,20.0
4.274999346051898,58.36537216679041,123.16653952738928,124.50559238708104,20.0,100.0,10.0,23.33333333333333
4.103571210588727,52.564874556795175,123.69769373033635,124.52982188700004,40.0,80.0,20.0,26.66666666666667
4.144999912806919,47.2551002520304,122.6417954133232,124.14888635293306,60.0,20.0,30.0,30.0
3.7935714721679688,44.74638462601426,121.75786289680532,123.75280173491748,80.0,20.0,40.0,33.33333333333334
3.8057147434779575,41.61314704072846,122.30190839441973,123.71824913060615,100.0,40.0,50.0,36.66666666666667
3.679285866873605,37.41736728659502,122.38127256812226,123.60603501488436,100.0,60.0,60.0,40.0
3.525714874267578,32.67084864543789,121.61751382471172,123.271174188504,60.0,80.0,70.0,43.333333333333336
