col1,col2,col3
39.92600864145668,49.295530610151545,95.0
38.56656695103761,49.35088840360055,100.0
36.764142842706256,49.52345400968418,5.0
36.5325220132212,49.73555303096141,5.0
36.21184761782989,49.83272529038,10.0
37.323425517401134,49.88677543178641,15.0
39.74310367640447,50.04736180014592,5.0
40.96732282142994,50.05875067472876,10.0
41.256399441888206,50.16261438261721,15.0
43.237964360084256,50.23123011587359,20.0
44.44118245885461,50.31827901925524,25.0
46.31856612898033,50.29131886465343,30.0
44.7189239602189,50.05471573989222,35.0
42.19298353717981,50.02658588279888,40.0
39.46430190752629,50.03993362667565,44.99999999999999
37.4992329687184,50.02903652041395,50.0
34.5389793801334,50.01284781246759,55.0
31.187516443847706,50.154148376660274,5.0
29.914268095676675,50.42430310629448,5.0
28.23481391982154,50.50352083430485,10.0
25.84051133973705,50.67378952383287,15.0
22.217169286913872,50.71128253188421,20.0
19.06452268658572,50.64741309160554,25.0
15.70968684252407,50.71697412573124,30.0
14.024566350450142,50.80843359754431,35.0
12.995765762626418,50.8869005213484,40.0
15.162328688450604,50.82928218925309,44.99999999999999
16.259066595388436,50.82577658635089,50.0
17.424729379275302,50.857453570650726,55.0
18.122718391973034,50.95428008319576,60.0
19.524857932376086,51.0571383331172,65.0
20.6334932398282,51.232204173962,5.0
20.2459247328913,51.560894490610245,5.0
21.372463073732064,51.97709521488494,5.0
23.222983870699316,52.19035090779293,10.0
24.235256006466248,52.28483239446197,15.0
26.72466724257103,52.325771653929465,20.0
28.7406056903312,52.4138134210861,25.0
29.893001838092168,52.55493800392662,30.0
30.609201964561827,52.68676723581212,35.0
31.82355837906482,52.76553663509805,40.0
34.24291377520927,52.84089366602127,44.99999999999999
36.987708401999086,52.93345817658488,50.0
37.96929259933355,52.96192035403997,55.0
38.601164511321485,52.98338971349719,60.0
39.38913179466404,53.04641009850764,65.0
39.53943560769189,53.16160831790185,70.0
37.82086214336931,53.31404316919242,5.0
36.32075929921852,53.46967135096568,5.0
36.97560646601953,53.67700394358129,5.0
36.90741021549525,53.8157302496045,10.0
37.60322455388643,53.93468860798606,15.0
36.01140580177541,53.88474519697261,20.0
33.94778886799035,53.82933731226026,25.0
31.669341626050876,53.7858214650471,30.0
29.768111315301788,53.87203543895366,35.0
27.311787829487777,53.89166527591414,40.0
27.387532418848615,53.998635142518175,44.99999999999999
27.945527092013887,54.02433773290549,50.0
27.05955754034505,54.01991269055904,55.0
27.632225186659053,54.11447418600782,60.0
28.1195224345392,54.18638766519425,65.0
28.87821195138488,54.31795351650658,5.0
26.55852754539754,54.31832554892797,10.0
23.50308832444754,54.267721070127855,15.0
20.921333818858432,54.31177147947428,20.0
22.032634562178806,54.38781294543101,25.0
23.85021470971109,54.433665026197815,30.0
23.592472868509144,54.41663504917783,35.0
21.774407315171626,54.37179198004464,40.0
20.715304349393733,54.422375533832685,44.99999999999999
18.040232340268997,54.45830706075124,50.0
15.844352938626244,54.52043291098929,55.0
14.911035359675992,54.56944527545075,60.0
13.489109015239462,54.65318227615004,5.0
13.07510558314341,54.80533125838944,5.0
11.202478661557114,54.8934530142327,10.0
12.311154073969428,54.96373406242618,15.0
14.27002792634178,55.06123696016688,5.0
15.636784383534906,55.16646649279989,5.0
