col1,col2,col3,col4,col5
163.30650100708007,3.4164276123046875,22.66245524767353,20.0,95.0
163.74050064086913,3.403570992606027,21.96934637770252,20.0,100.0
164.1490005493164,3.285713195800781,20.287877368653085,40.0,95.0
164.44550094604492,3.307856968470982,17.21505507806762,60.0,100.0
164.68400115966796,2.932143075125558,15.667151672818802,80.0,44.99999999999999
164.8280014038086,2.807856968470982,14.742105743172228,100.0,50.0
164.99600143432616,2.722142900739397,13.91469200905951,80.0,55.0
165.05850143432616,2.325000217982701,13.440263186240992,100.0,60.0
164.97450103759766,2.323572431291853,13.587105785326646,60.0,65.0
164.697501373291,2.345715114048549,12.793640474013348,80.0,5.0
164.3030014038086,2.488572256905692,13.390111689451,100.0,10.0
164.04700088500977,2.4442858014787947,14.400750474573815,100.0,15.0
163.51200103759766,2.5399998256138394,16.16475706174088,40.0,5.0
163.32150115966795,2.6135711669921875,18.495934709475414,60.0,10.0
163.13700103759766,2.649999346051897,21.551100883183185,80.0,15.0
162.8855010986328,2.701428004673549,25.40949273764044,100.0,5.0
162.51400146484374,2.9135709490094865,30.3316892777668,80.0,5.0
162.21950149536133,2.9685701642717635,35.382235887387466,100.0,10.0
161.86700134277345,3.035713195800781,36.49638140466155,100.0,15.0
161.5060012817383,3.18785640171596,37.28146496193221,20.0,20.0
161.15000076293944,3.2364273071289062,38.13262043575589,20.0,25.0
160.7665008544922,3.140713282993861,40.31100293012664,40.0,30.0
160.4435012817383,3.032141549246652,40.920933787090725,20.0,35.0
160.1355010986328,2.9871412004743303,42.968578840535024,20.0,40.0
159.95050048828125,2.807854788643973,43.97647788142837,20.0,44.99999999999999
159.70600051879882,2.842855181012834,45.40312161001127,40.0,50.0
159.44250030517577,2.6099984305245534,43.985188739945386,60.0,55.0
159.29550018310547,2.535713195800781,42.41829994123207,80.0,60.0
159.22700042724608,2.5692847115652904,40.55356484384311,100.0,65.0
159.22250061035157,2.5235693795340404,35.88784680029498,100.0,70.0
159.1885009765625,2.3742828369140625,33.28759344278977,20.0,75.0
159.14900131225585,2.244997297014509,31.000892694786675,20.0,80.0
159.47250061035157,2.271425519670759,30.131318083418005,20.0,85.0
159.80849990844726,2.238567897251674,30.188634206152805,20.0,90.0
160.107999420166,2.186425345284598,30.2141492577908,40.0,95.0
160.51449966430664,2.1849964686802457,30.11122197358204,60.0,100.0
161.00249938964845,2.250711713518416,29.617444929011807,80.0,100.0
161.3689987182617,2.245711190359933,29.48159076076652,100.0,100.0
161.66849899291992,2.251426696777344,28.820693401051034,100.0,100.0
161.9639991760254,2.1628548758370534,28.53332464203884,100.0,95.0
162.15499954223634,2.143568856375558,29.09929856514405,40.0,100.0
162.2604995727539,2.226426260811942,27.87287314007876,60.0,100.0
162.36249923706055,2.1614270891462053,27.150864029164417,80.0,80.0
162.31549911499025,2.360713413783482,27.803496377627997,100.0,5.0
162.2429992675781,2.354286193847656,26.54140537031301,100.0,10.0
162.2239990234375,2.4014293125697543,24.328827308333366,80.0,15.0
162.31249923706054,2.2871431623186385,23.43555874738912,20.0,20.0
